team	opn	home	won	pts	date	name	rank
NYK	BOS	false	false	16	1988-04-29	Patrick Ewing	3
NYK	BOS	false	false	18	1988-05-01	Patrick Ewing	3
NYK	BOS	true	true	31	1988-05-04	Patrick Ewing	3
NYK	BOS	true	false	10	1988-05-06	Patrick Ewing	3
NYK	PHL	true	true	26	1989-04-27	Patrick Ewing	3
NYK	PHL	true	true	17	1989-04-29	Patrick Ewing	3
NYK	PHL	false	true	8	1989-05-02	Patrick Ewing	3
NYK	CHI	true	false	22	1989-05-09	Patrick Ewing	2
NYK	CHI	true	true	23	1989-05-11	Patrick Ewing	2
NYK	CHI	false	false	19	1989-05-13	Patrick Ewing	2
NYK	CHI	false	false	10	1989-05-14	Patrick Ewing	2
NYK	CHI	true	true	32	1989-05-16	Patrick Ewing	2
NYK	CHI	false	false	22	1989-05-19	Patrick Ewing	2
NYK	BOS	false	false	22	1990-04-26	Patrick Ewing	3
NYK	BOS	false	false	28	1990-04-28	Patrick Ewing	3
NYK	BOS	true	true	33	1990-05-02	Patrick Ewing	3
NYK	BOS	true	true	44	1990-05-04	Patrick Ewing	3
NYK	BOS	false	true	31	1990-05-06	Patrick Ewing	3
NYK	DET	false	false	19	1990-05-08	Patrick Ewing	2
NYK	DET	false	false	20	1990-05-10	Patrick Ewing	2
NYK	DET	true	true	45	1990-05-12	Patrick Ewing	2
NYK	DET	true	false	30	1990-05-13	Patrick Ewing	2
NYK	DET	false	false	22	1990-05-15	Patrick Ewing	2
NYK	CHI	false	false	6	1991-04-25	Patrick Ewing	3
NYK	CHI	false	false	24	1991-04-28	Patrick Ewing	3
NYK	CHI	true	false	20	1991-04-30	Patrick Ewing	3
NYK	DET	true	true	24	1992-04-24	Patrick Ewing	3
NYK	DET	true	false	12	1992-04-26	Patrick Ewing	3
NYK	DET	false	true	32	1992-04-28	Patrick Ewing	3
NYK	DET	false	false	18	1992-05-01	Patrick Ewing	3
NYK	DET	true	true	31	1992-05-03	Patrick Ewing	3
NYK	CHI	false	true	34	1992-05-05	Patrick Ewing	2
NYK	CHI	false	false	16	1992-05-07	Patrick Ewing	2
NYK	CHI	true	false	27	1992-05-09	Patrick Ewing	2
NYK	CHI	true	true	15	1992-05-10	Patrick Ewing	2
NYK	CHI	false	false	14	1992-05-12	Patrick Ewing	2
NYK	CHI	true	true	27	1992-05-14	Patrick Ewing	2
NYK	CHI	false	false	22	1992-05-17	Patrick Ewing	2
NYK	IND	true	true	25	1993-04-30	Patrick Ewing	3
NYK	IND	true	true	25	1993-05-02	Patrick Ewing	3
NYK	IND	false	false	19	1993-05-04	Patrick Ewing	3
NYK	IND	false	true	28	1993-05-06	Patrick Ewing	3
NYK	CHH	true	true	33	1993-05-09	Patrick Ewing	2
NYK	CHH	true	true	34	1993-05-12	Patrick Ewing	2
NYK	CHH	false	false	26	1993-05-14	Patrick Ewing	2
NYK	CHH	false	true	28	1993-05-16	Patrick Ewing	2
NYK	CHH	true	true	9	1993-05-18	Patrick Ewing	2
NYK	CHI	true	true	25	1993-05-23	Patrick Ewing	1
NYK	CHI	true	true	26	1993-05-25	Patrick Ewing	1
NYK	CHI	false	false	21	1993-05-29	Patrick Ewing	1
NYK	CHI	false	false	24	1993-05-31	Patrick Ewing	1
NYK	CHI	true	false	33	1993-06-02	Patrick Ewing	1
NYK	CHI	false	false	26	1993-06-04	Patrick Ewing	1
NYK	NJN	true	true	25	1994-04-29	Patrick Ewing	3
NYK	NJN	true	true	11	1994-05-01	Patrick Ewing	3
NYK	NJN	false	false	27	1994-05-04	Patrick Ewing	3
NYK	NJN	false	true	36	1994-05-06	Patrick Ewing	3
NYK	CHI	true	true	18	1994-05-08	Patrick Ewing	2
NYK	CHI	true	true	26	1994-05-11	Patrick Ewing	2
NYK	CHI	false	false	34	1994-05-13	Patrick Ewing	2
NYK	CHI	false	false	18	1994-05-15	Patrick Ewing	2
NYK	CHI	true	true	20	1994-05-18	Patrick Ewing	2
NYK	CHI	false	false	26	1994-05-20	Patrick Ewing	2
NYK	CHI	true	true	18	1994-05-22	Patrick Ewing	2
NYK	IND	true	true	28	1994-05-24	Patrick Ewing	1
NYK	IND	true	true	32	1994-05-26	Patrick Ewing	1
NYK	IND	false	false	1	1994-05-28	Patrick Ewing	1
NYK	IND	false	false	25	1994-05-30	Patrick Ewing	1
NYK	IND	true	false	29	1994-06-01	Patrick Ewing	1
NYK	IND	false	true	17	1994-06-03	Patrick Ewing	1
NYK	IND	true	true	24	1994-06-05	Patrick Ewing	1
NYK	HOU	false	false	23	1994-06-08	Patrick Ewing	0
NYK	HOU	false	true	16	1994-06-10	Patrick Ewing	0
NYK	HOU	true	false	18	1994-06-12	Patrick Ewing	0
NYK	HOU	true	true	16	1994-06-15	Patrick Ewing	0
NYK	HOU	true	true	25	1994-06-17	Patrick Ewing	0
NYK	HOU	false	false	17	1994-06-19	Patrick Ewing	0
NYK	HOU	false	false	17	1994-06-22	Patrick Ewing	0
NYK	CLE	true	true	21	1995-04-27	Patrick Ewing	3
NYK	CLE	true	false	21	1995-04-29	Patrick Ewing	3
NYK	CLE	false	true	23	1995-05-01	Patrick Ewing	3
NYK	CLE	false	true	9	1995-05-04	Patrick Ewing	3
NYK	IND	true	false	11	1995-05-07	Patrick Ewing	2
NYK	IND	true	true	15	1995-05-09	Patrick Ewing	2
NYK	IND	false	false	11	1995-05-11	Patrick Ewing	2
NYK	IND	false	false	25	1995-05-13	Patrick Ewing	2
NYK	IND	true	true	19	1995-05-17	Patrick Ewing	2
NYK	IND	false	true	25	1995-05-19	Patrick Ewing	2
NYK	IND	true	false	29	1995-05-21	Patrick Ewing	2
NYK	CLE	false	true	23	1996-04-25	Patrick Ewing	3
NYK	CLE	false	true	16	1996-04-27	Patrick Ewing	3
NYK	CLE	true	true	16	1996-05-01	Patrick Ewing	3
NYK	CHI	false	false	21	1996-05-05	Patrick Ewing	2
NYK	CHI	false	false	23	1996-05-07	Patrick Ewing	2
NYK	CHI	true	true	22	1996-05-11	Patrick Ewing	2
NYK	CHI	true	false	29	1996-05-12	Patrick Ewing	2
NYK	CHI	false	false	22	1996-05-14	Patrick Ewing	2
NYK	CHH	true	true	15	1997-04-24	Patrick Ewing	3
NYK	CHH	true	true	30	1997-04-26	Patrick Ewing	3
NYK	CHH	false	true	16	1997-04-28	Patrick Ewing	3
NYK	MIA	false	true	24	1997-05-07	Patrick Ewing	2
NYK	MIA	false	false	17	1997-05-09	Patrick Ewing	2
NYK	MIA	true	true	25	1997-05-11	Patrick Ewing	2
NYK	MIA	true	true	20	1997-05-12	Patrick Ewing	2
NYK	MIA	false	false	19	1997-05-14	Patrick Ewing	2
NYK	MIA	false	false	37	1997-05-18	Patrick Ewing	2
NYK	IND	false	false	10	1998-05-07	Patrick Ewing	2
NYK	IND	true	true	19	1998-05-09	Patrick Ewing	2
NYK	IND	true	false	17	1998-05-10	Patrick Ewing	2
NYK	IND	false	false	10	1998-05-13	Patrick Ewing	2
NYK	MIA	false	true	9	1999-05-08	Patrick Ewing	3
NYK	MIA	false	false	16	1999-05-10	Patrick Ewing	3
NYK	MIA	true	true	15	1999-05-12	Patrick Ewing	3
NYK	MIA	true	false	11	1999-05-14	Patrick Ewing	3
NYK	MIA	false	true	22	1999-05-16	Patrick Ewing	3
NYK	ATL	false	true	12	1999-05-18	Patrick Ewing	2
NYK	ATL	false	true	12	1999-05-20	Patrick Ewing	2
NYK	ATL	true	true	4	1999-05-23	Patrick Ewing	2
NYK	ATL	true	true	17	1999-05-24	Patrick Ewing	2
NYK	IND	false	true	16	1999-05-30	Patrick Ewing	1
NYK	IND	false	false	10	1999-06-01	Patrick Ewing	1
NYK	TOR	true	true	15	2000-04-23	Patrick Ewing	3
NYK	TOR	true	true	19	2000-04-26	Patrick Ewing	3
NYK	TOR	false	true	12	2000-04-30	Patrick Ewing	3
NYK	MIA	false	false	17	2000-05-07	Patrick Ewing	2
NYK	MIA	false	true	13	2000-05-09	Patrick Ewing	2
NYK	MIA	true	false	9	2000-05-12	Patrick Ewing	2
NYK	MIA	true	true	12	2000-05-14	Patrick Ewing	2
NYK	MIA	false	false	16	2000-05-17	Patrick Ewing	2
NYK	MIA	true	true	15	2000-05-19	Patrick Ewing	2
NYK	MIA	false	true	20	2000-05-21	Patrick Ewing	2
NYK	IND	false	false	21	2000-05-23	Patrick Ewing	1
NYK	IND	false	false	4	2000-05-25	Patrick Ewing	1
NYK	IND	false	false	13	2000-05-31	Patrick Ewing	1
NYK	IND	true	false	18	2000-06-02	Patrick Ewing	1
ORL	CHH	false	false	4	2002-04-20	Patrick Ewing	3
ORL	CHH	false	true	9	2002-04-23	Patrick Ewing	3
ORL	CHH	true	false	2	2002-04-27	Patrick Ewing	3
ORL	CHH	true	false	11	2002-04-30	Patrick Ewing	3
BOS	HOU	true	true	15	1980-04-09	Larry Bird	2
BOS	HOU	true	true	14	1980-04-11	Larry Bird	2
BOS	HOU	false	true	18	1980-04-13	Larry Bird	2
BOS	HOU	false	true	34	1980-04-14	Larry Bird	2
BOS	PHL	true	false	27	1980-04-18	Larry Bird	1
BOS	PHL	true	true	31	1980-04-20	Larry Bird	1
BOS	PHL	false	false	22	1980-04-23	Larry Bird	1
BOS	PHL	false	false	19	1980-04-25	Larry Bird	1
BOS	PHL	true	false	12	1980-04-27	Larry Bird	1
BOS	CHI	true	true	23	1981-04-05	Larry Bird	2
BOS	CHI	true	true	12	1981-04-07	Larry Bird	2
BOS	CHI	false	true	24	1981-04-10	Larry Bird	2
BOS	CHI	false	true	35	1981-04-12	Larry Bird	2
BOS	PHL	true	false	33	1981-04-21	Larry Bird	1
BOS	PHL	true	true	34	1981-04-22	Larry Bird	1
BOS	PHL	false	false	22	1981-04-24	Larry Bird	1
BOS	PHL	false	false	18	1981-04-26	Larry Bird	1
BOS	PHL	true	true	32	1981-04-29	Larry Bird	1
BOS	PHL	false	true	25	1981-05-01	Larry Bird	1
BOS	PHL	true	true	23	1981-05-03	Larry Bird	1
BOS	HOU	true	true	18	1981-05-05	Larry Bird	0
BOS	HOU	true	false	19	1981-05-07	Larry Bird	0
BOS	HOU	false	true	8	1981-05-09	Larry Bird	0
BOS	HOU	false	false	8	1981-05-10	Larry Bird	0
BOS	HOU	true	true	12	1981-05-12	Larry Bird	0
BOS	HOU	false	true	27	1981-05-14	Larry Bird	0
BOS	WAS	true	true	10	1982-04-25	Larry Bird	2
BOS	WAS	true	false	26	1982-04-28	Larry Bird	2
BOS	WAS	false	true	14	1982-05-01	Larry Bird	2
BOS	WAS	false	true	10	1982-05-02	Larry Bird	2
BOS	WAS	true	true	26	1982-05-05	Larry Bird	2
BOS	PHL	true	true	24	1982-05-09	Larry Bird	1
BOS	PHL	true	false	18	1982-05-12	Larry Bird	1
BOS	PHL	false	false	15	1982-05-15	Larry Bird	1
BOS	PHL	false	false	17	1982-05-16	Larry Bird	1
BOS	PHL	true	true	20	1982-05-19	Larry Bird	1
BOS	PHL	false	true	14	1982-05-21	Larry Bird	1
BOS	PHL	true	false	20	1982-05-23	Larry Bird	1
BOS	ATL	true	true	26	1983-04-19	Larry Bird	3
BOS	ATL	false	false	15	1983-04-22	Larry Bird	3
BOS	ATL	true	true	26	1983-04-24	Larry Bird	3
BOS	MIL	true	false	17	1983-04-27	Larry Bird	2
BOS	MIL	false	false	21	1983-05-01	Larry Bird	2
BOS	MIL	false	false	18	1983-05-02	Larry Bird	2
BOS	WAS	true	true	23	1984-04-17	Larry Bird	3
BOS	WAS	true	true	23	1984-04-19	Larry Bird	3
BOS	WAS	false	false	27	1984-04-21	Larry Bird	3
BOS	WAS	false	true	17	1984-04-24	Larry Bird	3
BOS	NYK	true	true	23	1984-04-29	Larry Bird	2
BOS	NYK	true	true	37	1984-05-02	Larry Bird	2
BOS	NYK	false	false	24	1984-05-04	Larry Bird	2
BOS	NYK	false	false	29	1984-05-06	Larry Bird	2
BOS	NYK	true	true	26	1984-05-09	Larry Bird	2
BOS	NYK	false	false	35	1984-05-11	Larry Bird	2
BOS	NYK	true	true	39	1984-05-13	Larry Bird	2
BOS	MIL	true	true	24	1984-05-15	Larry Bird	1
BOS	MIL	true	true	32	1984-05-17	Larry Bird	1
BOS	MIL	false	true	28	1984-05-19	Larry Bird	1
BOS	MIL	false	false	32	1984-05-21	Larry Bird	1
BOS	MIL	true	true	21	1984-05-23	Larry Bird	1
BOS	LAL	true	false	24	1984-05-27	Larry Bird	0
BOS	LAL	true	true	27	1984-05-31	Larry Bird	0
BOS	LAL	false	false	30	1984-06-03	Larry Bird	0
BOS	LAL	false	true	29	1984-06-06	Larry Bird	0
BOS	LAL	true	true	34	1984-06-08	Larry Bird	0
BOS	LAL	false	false	28	1984-06-10	Larry Bird	0
BOS	LAL	true	true	20	1984-06-12	Larry Bird	0
BOS	CLE	true	true	40	1985-04-18	Larry Bird	3
BOS	CLE	true	true	30	1985-04-20	Larry Bird	3
BOS	CLE	false	true	34	1985-04-25	Larry Bird	3
BOS	DET	true	true	21	1985-04-28	Larry Bird	2
BOS	DET	true	true	42	1985-04-30	Larry Bird	2
BOS	DET	false	false	25	1985-05-02	Larry Bird	2
BOS	DET	false	false	21	1985-05-05	Larry Bird	2
BOS	DET	true	true	43	1985-05-08	Larry Bird	2
BOS	DET	false	true	17	1985-05-10	Larry Bird	2
BOS	PHL	true	true	23	1985-05-12	Larry Bird	1
BOS	PHL	true	true	24	1985-05-14	Larry Bird	1
BOS	PHL	false	true	26	1985-05-18	Larry Bird	1
BOS	PHL	false	false	14	1985-05-19	Larry Bird	1
BOS	PHL	true	true	17	1985-05-22	Larry Bird	1
BOS	LAL	true	true	19	1985-05-27	Larry Bird	0
BOS	LAL	true	false	30	1985-05-30	Larry Bird	0
BOS	LAL	false	false	20	1985-06-02	Larry Bird	0
BOS	LAL	false	true	26	1985-06-05	Larry Bird	0
BOS	LAL	false	false	20	1985-06-07	Larry Bird	0
BOS	LAL	true	false	28	1985-06-09	Larry Bird	0
BOS	CHI	true	true	30	1986-04-17	Larry Bird	3
BOS	CHI	true	true	36	1986-04-20	Larry Bird	3
BOS	CHI	false	true	19	1986-04-22	Larry Bird	3
BOS	ATL	true	true	16	1986-04-27	Larry Bird	2
BOS	ATL	true	true	36	1986-04-29	Larry Bird	2
BOS	ATL	false	true	28	1986-05-02	Larry Bird	2
BOS	ATL	false	false	20	1986-05-04	Larry Bird	2
BOS	ATL	true	true	36	1986-05-06	Larry Bird	2
BOS	MIL	true	true	26	1986-05-13	Larry Bird	1
BOS	MIL	true	true	26	1986-05-15	Larry Bird	1
BOS	MIL	false	true	19	1986-05-17	Larry Bird	1
BOS	MIL	false	true	30	1986-05-18	Larry Bird	1
BOS	HOU	true	true	21	1986-05-26	Larry Bird	0
BOS	HOU	true	true	31	1986-05-29	Larry Bird	0
BOS	HOU	false	false	25	1986-06-01	Larry Bird	0
BOS	HOU	false	true	21	1986-06-03	Larry Bird	0
BOS	HOU	false	false	17	1986-06-05	Larry Bird	0
BOS	HOU	true	true	29	1986-06-08	Larry Bird	0
BOS	CHI	true	true	17	1987-04-23	Larry Bird	3
BOS	CHI	true	true	29	1987-04-26	Larry Bird	3
BOS	CHI	false	true	32	1987-04-28	Larry Bird	3
BOS	MIL	true	true	40	1987-05-05	Larry Bird	2
BOS	MIL	true	true	30	1987-05-06	Larry Bird	2
BOS	MIL	false	false	18	1987-05-08	Larry Bird	2
BOS	MIL	false	true	42	1987-05-10	Larry Bird	2
BOS	MIL	true	false	26	1987-05-13	Larry Bird	2
BOS	MIL	false	false	22	1987-05-15	Larry Bird	2
BOS	MIL	true	true	31	1987-05-17	Larry Bird	2
BOS	DET	true	true	18	1987-05-19	Larry Bird	1
BOS	DET	true	true	31	1987-05-21	Larry Bird	1
BOS	DET	false	false	17	1987-05-23	Larry Bird	1
BOS	DET	false	false	16	1987-05-24	Larry Bird	1
BOS	DET	true	true	36	1987-05-26	Larry Bird	1
BOS	DET	false	false	35	1987-05-28	Larry Bird	1
BOS	DET	true	true	37	1987-05-30	Larry Bird	1
BOS	LAL	false	false	32	1987-06-02	Larry Bird	0
BOS	LAL	false	false	23	1987-06-04	Larry Bird	0
BOS	LAL	true	true	30	1987-06-07	Larry Bird	0
BOS	LAL	true	false	21	1987-06-09	Larry Bird	0
BOS	LAL	true	true	23	1987-06-11	Larry Bird	0
BOS	LAL	false	false	16	1987-06-14	Larry Bird	0
BOS	NYK	true	true	29	1988-04-29	Larry Bird	3
BOS	NYK	true	true	36	1988-05-01	Larry Bird	3
BOS	NYK	false	false	20	1988-05-04	Larry Bird	3
BOS	NYK	false	true	28	1988-05-06	Larry Bird	3
BOS	ATL	true	true	38	1988-05-11	Larry Bird	2
BOS	ATL	true	true	16	1988-05-13	Larry Bird	2
BOS	ATL	false	false	22	1988-05-15	Larry Bird	2
BOS	ATL	false	false	30	1988-05-16	Larry Bird	2
BOS	ATL	true	false	22	1988-05-18	Larry Bird	2
BOS	ATL	false	true	23	1988-05-20	Larry Bird	2
BOS	ATL	true	true	34	1988-05-22	Larry Bird	2
BOS	DET	true	false	20	1988-05-25	Larry Bird	1
BOS	DET	true	true	18	1988-05-26	Larry Bird	1
BOS	DET	false	false	18	1988-05-28	Larry Bird	1
BOS	DET	false	true	20	1988-05-30	Larry Bird	1
BOS	DET	true	false	27	1988-06-01	Larry Bird	1
BOS	DET	false	false	16	1988-06-03	Larry Bird	1
BOS	NYK	true	true	24	1990-04-26	Larry Bird	3
BOS	NYK	true	true	15	1990-04-28	Larry Bird	3
BOS	NYK	false	false	31	1990-05-02	Larry Bird	3
BOS	NYK	false	false	21	1990-05-04	Larry Bird	3
BOS	NYK	true	false	31	1990-05-06	Larry Bird	3
BOS	IND	true	true	21	1991-04-26	Larry Bird	3
BOS	IND	true	false	18	1991-04-28	Larry Bird	3
BOS	IND	false	true	15	1991-05-01	Larry Bird	3
BOS	IND	false	false	18	1991-05-03	Larry Bird	3
BOS	IND	true	true	32	1991-05-05	Larry Bird	3
BOS	DET	true	true	16	1991-05-09	Larry Bird	2
BOS	DET	false	true	10	1991-05-11	Larry Bird	2
BOS	DET	false	false	13	1991-05-13	Larry Bird	2
BOS	DET	true	false	16	1991-05-15	Larry Bird	2
BOS	DET	false	false	12	1991-05-17	Larry Bird	2
BOS	CLE	true	false	4	1992-05-10	Larry Bird	2
BOS	CLE	false	false	13	1992-05-13	Larry Bird	2
BOS	CLE	true	true	16	1992-05-15	Larry Bird	2
BOS	CLE	false	false	12	1992-05-17	Larry Bird	2
BOS	CHI	true	true	21	1981-04-05	Kevin McHale	2
BOS	CHI	true	true	6	1981-04-07	Kevin McHale	2
BOS	CHI	false	true	13	1981-04-10	Kevin McHale	2
BOS	CHI	false	true	14	1981-04-12	Kevin McHale	2
BOS	PHL	true	false	6	1981-04-21	Kevin McHale	1
BOS	PHL	true	true	20	1981-04-22	Kevin McHale	1
BOS	PHL	false	false	15	1981-04-24	Kevin McHale	1
BOS	PHL	false	false	4	1981-04-26	Kevin McHale	1
BOS	PHL	true	true	12	1981-04-29	Kevin McHale	1
BOS	PHL	false	true	5	1981-05-01	Kevin McHale	1
BOS	PHL	true	true	1	1981-05-03	Kevin McHale	1
BOS	HOU	true	true	4	1981-05-05	Kevin McHale	0
BOS	HOU	true	false	12	1981-05-07	Kevin McHale	0
BOS	HOU	false	true	2	1981-05-09	Kevin McHale	0
BOS	HOU	false	false	4	1981-05-10	Kevin McHale	0
BOS	HOU	true	true	4	1981-05-12	Kevin McHale	0
BOS	HOU	false	true	2	1981-05-14	Kevin McHale	0
BOS	WAS	true	true	16	1982-04-25	Kevin McHale	2
BOS	WAS	true	false	20	1982-04-28	Kevin McHale	2
BOS	WAS	false	true	8	1982-05-01	Kevin McHale	2
BOS	WAS	false	true	25	1982-05-02	Kevin McHale	2
BOS	WAS	true	true	14	1982-05-05	Kevin McHale	2
BOS	PHL	true	true	16	1982-05-09	Kevin McHale	1
BOS	PHL	true	false	20	1982-05-12	Kevin McHale	1
BOS	PHL	false	false	16	1982-05-15	Kevin McHale	1
BOS	PHL	false	false	14	1982-05-16	Kevin McHale	1
BOS	PHL	true	true	8	1982-05-19	Kevin McHale	1
BOS	PHL	false	true	17	1982-05-21	Kevin McHale	1
BOS	PHL	true	false	20	1982-05-23	Kevin McHale	1
BOS	ATL	true	true	12	1983-04-19	Kevin McHale	3
BOS	ATL	false	false	15	1983-04-22	Kevin McHale	3
BOS	ATL	true	true	16	1983-04-24	Kevin McHale	3
BOS	MIL	true	false	10	1983-04-27	Kevin McHale	2
BOS	MIL	true	false	6	1983-04-29	Kevin McHale	2
BOS	MIL	false	false	10	1983-05-01	Kevin McHale	2
BOS	MIL	false	false	9	1983-05-02	Kevin McHale	2
BOS	WAS	true	true	15	1984-04-17	Kevin McHale	3
BOS	WAS	true	true	6	1984-04-19	Kevin McHale	3
BOS	WAS	false	false	15	1984-04-21	Kevin McHale	3
BOS	WAS	false	true	12	1984-04-24	Kevin McHale	3
BOS	NYK	true	true	25	1984-04-29	Kevin McHale	2
BOS	NYK	true	true	24	1984-05-02	Kevin McHale	2
BOS	NYK	false	false	12	1984-05-04	Kevin McHale	2
BOS	NYK	false	false	21	1984-05-06	Kevin McHale	2
BOS	NYK	true	true	22	1984-05-09	Kevin McHale	2
BOS	NYK	false	false	16	1984-05-11	Kevin McHale	2
BOS	NYK	true	true	9	1984-05-13	Kevin McHale	2
BOS	MIL	true	true	16	1984-05-15	Kevin McHale	1
BOS	MIL	true	true	24	1984-05-17	Kevin McHale	1
BOS	MIL	false	true	8	1984-05-19	Kevin McHale	1
BOS	MIL	false	false	6	1984-05-21	Kevin McHale	1
BOS	MIL	true	true	15	1984-05-23	Kevin McHale	1
BOS	LAL	true	false	25	1984-05-27	Kevin McHale	0
BOS	LAL	true	true	13	1984-05-31	Kevin McHale	0
BOS	LAL	false	false	12	1984-06-03	Kevin McHale	0
BOS	LAL	false	true	9	1984-06-06	Kevin McHale	0
BOS	LAL	true	true	19	1984-06-08	Kevin McHale	0
BOS	LAL	false	false	6	1984-06-10	Kevin McHale	0
BOS	LAL	true	true	10	1984-06-12	Kevin McHale	0
BOS	CLE	true	true	26	1985-04-18	Kevin McHale	3
BOS	CLE	true	true	19	1985-04-20	Kevin McHale	3
BOS	CLE	false	false	21	1985-04-23	Kevin McHale	3
BOS	CLE	false	true	11	1985-04-25	Kevin McHale	3
BOS	DET	true	true	26	1985-04-28	Kevin McHale	2
BOS	DET	true	true	20	1985-04-30	Kevin McHale	2
BOS	DET	false	false	24	1985-05-02	Kevin McHale	2
BOS	DET	false	false	24	1985-05-05	Kevin McHale	2
BOS	DET	true	true	12	1985-05-08	Kevin McHale	2
BOS	DET	false	true	20	1985-05-10	Kevin McHale	2
BOS	PHL	true	true	28	1985-05-12	Kevin McHale	1
BOS	PHL	true	true	22	1985-05-14	Kevin McHale	1
BOS	PHL	false	true	14	1985-05-18	Kevin McHale	1
BOS	PHL	false	false	25	1985-05-19	Kevin McHale	1
BOS	PHL	true	true	17	1985-05-22	Kevin McHale	1
BOS	LAL	true	true	26	1985-05-27	Kevin McHale	0
BOS	LAL	true	false	15	1985-05-30	Kevin McHale	0
BOS	LAL	false	false	31	1985-06-02	Kevin McHale	0
BOS	LAL	false	true	28	1985-06-05	Kevin McHale	0
BOS	LAL	false	false	24	1985-06-07	Kevin McHale	0
BOS	LAL	true	false	32	1985-06-09	Kevin McHale	0
BOS	CHI	true	true	27	1986-04-17	Kevin McHale	3
BOS	CHI	true	true	27	1986-04-20	Kevin McHale	3
BOS	CHI	false	true	31	1986-04-22	Kevin McHale	3
BOS	ATL	true	true	24	1986-04-27	Kevin McHale	2
BOS	ATL	true	true	22	1986-04-29	Kevin McHale	2
BOS	ATL	false	true	25	1986-05-02	Kevin McHale	2
BOS	ATL	false	false	26	1986-05-04	Kevin McHale	2
BOS	ATL	true	true	25	1986-05-06	Kevin McHale	2
BOS	MIL	true	true	17	1986-05-13	Kevin McHale	1
BOS	MIL	true	true	20	1986-05-15	Kevin McHale	1
BOS	MIL	false	true	29	1986-05-17	Kevin McHale	1
BOS	MIL	false	true	20	1986-05-18	Kevin McHale	1
BOS	HOU	true	true	21	1986-05-26	Kevin McHale	0
BOS	HOU	true	true	25	1986-05-29	Kevin McHale	0
BOS	HOU	false	false	28	1986-06-01	Kevin McHale	0
BOS	HOU	false	true	19	1986-06-03	Kevin McHale	0
BOS	HOU	false	false	33	1986-06-05	Kevin McHale	0
BOS	HOU	true	true	29	1986-06-08	Kevin McHale	0
BOS	CHI	true	true	21	1987-04-23	Kevin McHale	3
BOS	CHI	true	true	20	1987-04-26	Kevin McHale	3
BOS	MIL	true	true	12	1987-05-06	Kevin McHale	2
BOS	MIL	false	false	25	1987-05-08	Kevin McHale	2
BOS	MIL	false	true	34	1987-05-10	Kevin McHale	2
BOS	MIL	true	false	27	1987-05-13	Kevin McHale	2
BOS	MIL	false	false	21	1987-05-15	Kevin McHale	2
BOS	MIL	true	true	26	1987-05-17	Kevin McHale	2
BOS	DET	true	true	21	1987-05-19	Kevin McHale	1
BOS	DET	true	true	19	1987-05-21	Kevin McHale	1
BOS	DET	false	false	17	1987-05-23	Kevin McHale	1
BOS	DET	false	false	13	1987-05-24	Kevin McHale	1
BOS	DET	true	true	20	1987-05-26	Kevin McHale	1
BOS	DET	false	false	23	1987-05-28	Kevin McHale	1
BOS	DET	true	true	22	1987-05-30	Kevin McHale	1
BOS	LAL	false	false	15	1987-06-02	Kevin McHale	0
BOS	LAL	false	false	20	1987-06-04	Kevin McHale	0
BOS	LAL	true	true	21	1987-06-07	Kevin McHale	0
BOS	LAL	true	false	25	1987-06-09	Kevin McHale	0
BOS	LAL	true	true	22	1987-06-11	Kevin McHale	0
BOS	LAL	false	false	20	1987-06-14	Kevin McHale	0
BOS	NYK	true	true	29	1988-04-29	Kevin McHale	3
BOS	NYK	true	true	24	1988-05-01	Kevin McHale	3
BOS	NYK	false	false	24	1988-05-04	Kevin McHale	3
BOS	NYK	false	true	20	1988-05-06	Kevin McHale	3
BOS	ATL	true	true	25	1988-05-11	Kevin McHale	2
BOS	ATL	true	true	32	1988-05-13	Kevin McHale	2
BOS	ATL	false	false	17	1988-05-15	Kevin McHale	2
BOS	ATL	false	false	22	1988-05-16	Kevin McHale	2
BOS	ATL	true	false	19	1988-05-18	Kevin McHale	2
BOS	ATL	false	true	26	1988-05-20	Kevin McHale	2
BOS	ATL	true	true	33	1988-05-22	Kevin McHale	2
BOS	DET	true	false	31	1988-05-25	Kevin McHale	1
BOS	DET	true	true	24	1988-05-26	Kevin McHale	1
BOS	DET	false	false	32	1988-05-28	Kevin McHale	1
BOS	DET	false	true	15	1988-05-30	Kevin McHale	1
BOS	DET	true	false	26	1988-06-01	Kevin McHale	1
BOS	DET	false	false	33	1988-06-03	Kevin McHale	1
BOS	DET	false	false	27	1989-04-28	Kevin McHale	3
BOS	DET	false	false	13	1989-04-30	Kevin McHale	3
BOS	DET	true	false	17	1989-05-02	Kevin McHale	3
BOS	NYK	true	true	21	1990-04-26	Kevin McHale	3
BOS	NYK	true	true	31	1990-04-28	Kevin McHale	3
BOS	NYK	false	false	17	1990-05-02	Kevin McHale	3
BOS	NYK	false	false	24	1990-05-04	Kevin McHale	3
BOS	NYK	true	false	17	1990-05-06	Kevin McHale	3
BOS	IND	true	true	25	1991-04-26	Kevin McHale	3
BOS	IND	true	false	20	1991-04-28	Kevin McHale	3
BOS	IND	false	true	22	1991-05-01	Kevin McHale	3
BOS	IND	false	false	24	1991-05-03	Kevin McHale	3
BOS	IND	true	true	13	1991-05-05	Kevin McHale	3
BOS	DET	true	false	13	1991-05-07	Kevin McHale	2
BOS	DET	true	true	15	1991-05-09	Kevin McHale	2
